AREA,orientation,n,originalPlace,year
88634600000,l,3,kropachevo,2009
75617300000,l,21,krymsk,2012
75617300000,k,17,krymsk,2012
76790200000,k,1,kstovo,2007
128003000000,l,1,kudymkar,2004
128003000000,l,1,kudymkar,2008
128003000000,k,1,kudymkar,2006
43351300000,k,1,kuznetsk,2007
43351300000,l,1,kuznetsk,2006
43351300000,k,1,kuznetsk,2006
1009120000,l,1,kuz'minki,2004
1009120000,k,2,kuz'minki,2009
1009120000,l,1,kuz'minki,2011
1009120000,k,1,kuz'minki,2003
177881000000,l,2,kuibyshev,2004
177881000000,k,1,kuibyshev,2008
177881000000,l,1,kuibyshev,2006
177881000000,k,1,kuibyshev,2009
128003000000,k,1,kungur,2007
128003000000,l,1,kungur,2009
45938100000,k,1,kupavna,2006
45938100000,k,2,kupavna,2008
4496400000,l,1,kuragino,2006
4496400000,k,1,kuragino,2006
2066130000,l,2,kuril'sk,2011
2066130000,k,1,kuril'sk,2011
2066130000,k,1,kuril'sk,2004
30003900000,l,3,kursk,2006
30003900000,k,1,kursk,2006
30003900000,l,3,kursk,2005
30003900000,k,5,kursk,2004
30003900000,l,2,kurchatov,2004
30003900000,k,1,kurchatov,2011
30003900000,k,3,kurchatov,2010
88634600000,l,1,kusa,2010
168539000000,l,1,kyzyl,2007
168539000000,k,1,kyzyl,2008
168539000000,l,1,kyzyl,2006
168539000000,k,2,kyzyl,2006
88634600000,l,1,kyshtym,2003
88634600000,k,1,kyshtym,2010
88634600000,k,1,kyshtym,2003
1404590000,l,5,lakhta,2012
1404590000,k,1,lakhta,2004
1404590000,l,1,lakhta,2008
1404590000,l,3,leningrad,2007
1404590000,k,10,leningrad,2010
1404590000,l,1,leningrad,2012
1404590000,k,9,leningrad,2006
112861000000,l,2,leninsk,2007
112861000000,k,1,leninsk,2003
112861000000,k,1,leninsk,2012
84212600000,l,1,lenoblast',2007
84212600000,k,5,lenoblast',2012
84212600000,l,2,lenoblast',2012
84212600000,k,1,lenoblast',2011
3035630000000,l,1,lensk,2003
3035630000000,k,1,lensk,2005
165229000000,k,1,lesozavodsk,2006
4496400000,l,1,lesosibirsk,2009
4496400000,k,1,lesosibirsk,2004
1009120000,l,3,lefortovo,2009
1009120000,k,1,lefortovo,2010
1009120000,l,3,lefortovo,2004
1009120000,k,2,lefortovo,2007
1009120000,l,2,lianozovo,2007
1009120000,k,1,lianozovo,2010
1009120000,k,1,lianozovo,2009
24667200000,l,1,livny,2004
24667200000,k,2,livny,2008
24667200000,l,1,livny,2006
24667200000,k,1,livny,2006
24070400000,k,8,lipetsk,2006
24070400000,l,1,lipetsk,2003
45938100000,l,1,lobnia,2011
45938100000,k,1,lobnia,2006
45938100000,l,1,lobnia,2004
45938100000,k,1,lobnia,2010
84212600000,l,3,luga,2006
84212600000,k,1,luga,2007
84212600000,l,1,luga,2011
84212600000,k,1,luga,2008
120598000000,l,1,luza,2004
120598000000,k,1,luza,2003
120598000000,l,1,luza,2003
120598000000,k,1,luza,2005
76790200000,k,1,lukoianov,2010
45938100000,l,1,lukhovitsy,2012
45938100000,k,3,lukhovitsy,2010
45938100000,l,1,lukhovitsy,2011
76790200000,k,1,lyskovo,2010
76790200000,k,1,lyskovo,2008
128003000000,l,1,lys'va,2012
45938100000,l,2,lytkarino,2012
45938100000,k,1,lytkarino,2011
45938100000,k,2,lytkarino,2004
30003900000,k,2,l'gov,2007
30003900000,l,1,l'gov,2007
45938100000,l,1,liubertsy,2010
45938100000,k,3,liubertsy,2008
45938100000,l,1,liubertsy,2012
45938100000,k,2,liubertsy,2004
75617300000,l,1,liubimov,2013
75617300000,k,8,liubimov,2006
75617300000,l,1,liubimov,2010
1009120000,l,2,liublino,2004
1009120000,k,3,liublino,2012
1009120000,l,1,liublino,2009
1009120000,k,1,liublino,2003
534822000000,k,2,liamin,2003
534822000000,k,1,liamin,2011
534822000000,l,1,liapin,2012
534822000000,k,1,liapin,2013
534822000000,l,1,liapin,2009
534822000000,k,1,liapin,2012
462572000000,l,1,magadan,2013
462572000000,k,1,magadan,2003
462572000000,l,1,magadan,2007
462572000000,k,2,magadan,2008
88634600000,l,1,magnitogorsk,2003
88634600000,k,4,magnitogorsk,2007
88634600000,l,1,magnitogorsk,2004
88634600000,k,2,magnitogorsk,2008
7784290000,k,1,maikop,2010
7784290000,l,1,maikop,2007
7784290000,k,2,maikop,2004
45938100000,l,1,malakhovka,2006
45938100000,k,2,malakhovka,2008
45938100000,l,1,malakhovka,2013
45938100000,k,1,malakhovka,2011
84480900000,l,2,malyshkova,2010
84480900000,k,2,malyshkova,2007
29801200000,l,1,mamonovo,2005
29801200000,k,3,mamonovo,2005
29801200000,l,2,mamonovo,2007
60248100000,l,1,manturovo,2008
60248100000,k,1,manturovo,2013
60248100000,k,1,manturovo,2005
95796800000,k,1,mariinsk,2003
95796800000,l,1,mariinsk,2004
1009120000,k,3,maroseika,2003
1009120000,l,2,maroseika,2011
1009120000,k,1,maroseika,2007
1009120000,l,2,mar'ino,2011
1009120000,k,3,mar'ino,2003
1009120000,l,1,mar'ino,2012
49932100000,l,3,makhachkala,2009
49932100000,k,3,makhachkala,2012
49932100000,l,2,makhachkala,2012
49932100000,k,1,makhachkala,2006
66180200000,k,1,mashuk,2009
66180200000,l,1,mashuk,2011
66180200000,k,1,mashuk,2004
1009120000,l,2,medvedkovo,2012
1009120000,k,6,medvedkovo,2006
1009120000,l,1,medvedkovo,2013
172464000000,l,1,medvezh'egorsk,2003
172464000000,k,1,medvezh'egorsk,2003
95796800000,l,1,mezhdurechensk,2011
95796800000,k,1,mezhdurechensk,2006
95796800000,l,2,mezhdurechensk,2010
95796800000,k,2,mezhdurechensk,2004
49871500000,l,1,melan',2004
49871500000,k,2,melan',2003
49871500000,l,1,melan',2009
49871500000,k,1,melan',2012
88634600000,k,1,miass,2011
88634600000,l,1,miass,2010
88634600000,k,1,miass,2007
4496400000,k,2,minusinsk,2004
4496400000,k,1,minusinsk,2007
1009120000,l,4,misis,2012
1009120000,k,2,misis,2011
1009120000,k,2,misis,2007
1009120000,l,1,mitino,2012
1009120000,k,1,mitino,2012
1009120000,k,1,mitino,2003
112861000000,k,2,mikhailovka,2009
112861000000,k,1,mikhailovka,2004
413018000000,l,1,mogocha,2012
413018000000,l,2,mogocha,2005
45938100000,l,2,mozhaisk,2012
45938100000,k,1,mozhaisk,2009
45938100000,l,1,mozhaisk,2008
45938100000,k,2,mozhaisk,2008
7998460000,k,4,mozdok,2003
7998460000,l,1,mozdok,2003
7998460000,k,2,mozdok,2005
45938100000,l,1,monino,2004
45938100000,k,2,monino,2004
45938100000,l,1,monino,2005
143071000000,k,1,monchegorsk,2010
26149800000,l,3,mordoviia,2012
26149800000,k,8,mordoviia,2010
26149800000,l,1,mordoviia,2008
1009120000,l,12,moskva,2004
1009120000,k,63,moskva,2004
1009120000,k,1,moskva,2005
177881000000,l,1,moshkovo,2005
177881000000,k,1,moshkovo,2003
177881000000,l,1,moshkovo,2008
177881000000,k,1,moshkovo,2008
34463000000,l,1,moshkovy,2005
34463000000,k,1,moshkovy,2003
34463000000,l,1,moshkovy,2009
194272000000,l,6,mrsk,2012
194272000000,k,1,mrsk,2007
194272000000,k,1,mrsk,2013
84480900000,k,1,msta,2005
84480900000,l,1,msta,2006
76790200000,k,4,mulino,2009
25714300000,l,1,mupa,2012
25714300000,k,1,mupa,2003
25714300000,k,1,mupa,2004
143071000000,l,1,murmansk,2013
143071000000,k,6,murmansk,2007
143071000000,l,3,murmansk,2010
143071000000,k,3,murmansk,2005
142986000000,l,1,mushnikova,2013
24667200000,k,1,mtsensk,2007
24667200000,l,1,mtsensk,2009
24667200000,k,1,mtsensk,2009
45938100000,l,1,mytishchi,2003
45938100000,k,1,mytishchi,2012
45938100000,l,1,mytishchi,2006
45938100000,k,2,mytishchi,2004
52206800000,l,1,nab,2006
52206800000,k,1,nab,2010
52206800000,l,1,nab,2011
677128000000,k,1,nadym,2007
677128000000,k,1,nadym,2011
19253200000,l,2,nazran',2004
19253200000,k,10,nazran',2004
19253200000,l,2,nazran',2009
12455100000,l,1,nal'chik,2006
12455100000,k,2,nal'chik,2012
12455100000,l,9,nal'chik,2005
12455100000,k,8,nal'chik,2005
45938100000,l,1,narofominsk,2010
142986000000,l,3,nary,2007
142986000000,k,2,nary,2006
142986000000,l,1,nary,2008
142986000000,k,2,nary,2007
45938100000,l,1,nakhabino,2010
45938100000,k,1,nakhabino,2010
45938100000,l,1,nakhabino,2008
45938100000,k,1,nakhabino,2005
74753800000,l,1,nevel'sk,2007
74753800000,k,1,nevel'sk,2007
74753800000,k,1,nevel'sk,2005
66180200000,l,1,nevinnomyssk,2007
66180200000,k,1,nevinnomyssk,2012
66180200000,k,1,nevinnomyssk,2010
5479920,k,3,nekrasovka,2009
5479920,l,1,nekrasovka,2007
5479920,k,1,nekrasovka,2006
84480900000,l,1,nelidovo,2013
84480900000,k,3,nelidovo,2003
84480900000,k,1,nelidovo,2012
1009120000,l,2,neo,2010
1009120000,k,3,neo,2012
1009120000,l,1,neo,2004
1009120000,k,1,neo,2006
3035630000000,l,1,neriungri,2006
3035630000000,k,1,neriungri,2007
142986000000,l,1,neftekamsk,2011
142986000000,l,2,neftekamsk,2005
142986000000,k,1,neftekamsk,2007
66180200000,k,1,neftekumsk,2003
66180200000,k,1,neftekumsk,2005
534822000000,l,2,nefteiugansk,2006
534822000000,k,4,nefteiugansk,2007
534822000000,l,1,nefteiugansk,2004
534822000000,l,1,nizhnevartovsk,2009
534822000000,k,2,nizhnevartovsk,2012
534822000000,l,2,nizhnevartovsk,2010
68035300000,l,1,nizhnekamsk,2005
68035300000,k,1,nizhnekamsk,2012
68035300000,l,1,nizhnekamsk,2008
68035300000,k,2,nizhnekamsk,2009
112861000000,l,1,nikolaevsk,2006
112861000000,k,1,nikolaevsk,2012
112861000000,l,1,nikolaevsk,2010
112861000000,k,3,nikolaevsk,2005
55092400000,l,2,novgorod,2003
55092400000,k,3,novgorod,2005
55092400000,l,3,novgorod,2004
55092400000,k,7,novgorod,2003
1009120000,l,3,novogorsk,2005
1009120000,k,1,novogorsk,2011
1009120000,k,2,novogorsk,2009
307619000000,l,1,novodvinsk,2004
307619000000,k,1,novodvinsk,2007
307619000000,l,1,novodvinsk,2009
95796800000,l,1,novokuznetsk,2006
95796800000,k,2,novokuznetsk,2009
95796800000,l,1,novokuznetsk,2010
53541500000,k,1,novokuibyshevsk,2012
53541500000,l,1,novokuibyshevsk,2006
53541500000,k,1,novokuibyshevsk,2007
25714300000,l,1,novomoskovsk,2009
25714300000,k,2,novomoskovsk,2007
25714300000,l,1,novomoskovsk,2005
1009120000,l,1,novoperedelkino,2008
1009120000,k,1,novoperedelkino,2012
1009120000,k,1,novoperedelkino,2004
75617300000,l,1,novorossiisk,2005
75617300000,k,1,novorossiisk,2008
75617300000,l,2,novorossiisk,2004
75617300000,k,2,novorossiisk,2009
177881000000,l,1,novosibirsk,2003
177881000000,k,14,novosibirsk,2007
177881000000,l,2,novosibirsk,2009
124242000000,k,1,novotroitsk,2007
194272000000,k,3,novoural'sk,2007
18379500000,k,1,novocheboksarsk,2003
18379500000,l,1,novocheboksarsk,2012
18379500000,k,1,novocheboksarsk,2008
101055000000,l,2,novocherkassk,2007
101055000000,k,3,novocherkassk,2009
101055000000,l,1,novocherkassk,2010
101055000000,k,2,novocherkassk,2004
101055000000,l,1,novoshakhtinsk,2012
101055000000,k,5,novoshakhtinsk,2003
101055000000,k,1,novoshakhtinsk,2004
45938100000,l,1,noginsk,2009
45938100000,k,2,noginsk,2008
45938100000,l,1,noginsk,2011
45938100000,k,3,noginsk,2003
4496400000,l,1,noril'sk,2012
4496400000,k,4,noril'sk,2003
4496400000,l,2,noril'sk,2003
4496400000,k,1,noril'sk,2010
677128000000,l,1,noiabr'sk,2009
677128000000,k,1,noiabr'sk,2003
677128000000,k,1,noiabr'sk,2004
534822000000,k,1,niagan',2009
29801200000,l,1,obninsk,2005
29801200000,k,1,obninsk,2006
29801200000,l,1,obninsk,2010
29801200000,k,2,obninsk,2003
177881000000,l,1,ob',2003
177881000000,k,2,ob',2007
177881000000,l,1,ob',2005
177881000000,k,5,ob',2003
45938100000,l,1,odintsovo,2012
45938100000,k,2,odintsovo,2012
45938100000,l,1,odintsovo,2003
88634600000,l,1,ozersk,2012
88634600000,k,1,ozersk,2010
88634600000,k,1,ozersk,2008
55092400000,k,1,okulovka,2009
55092400000,k,1,okulovka,2006
143071000000,k,1,olenegorsk,2008
1404590000,l,1,ol'gino,2005
1404590000,k,1,ol'gino,2009
1404590000,k,2,ol'gino,2006
141206000000,l,3,omsk,2012
141206000000,k,2,omsk,2009
141206000000,l,3,omsk,2005
141206000000,k,4,omsk,2007
307619000000,l,1,onega,2012
307619000000,l,1,onega,2003
307619000000,k,1,onega,2008
1009120000,l,1,optim,2011
1009120000,k,1,optim,2008
124242000000,l,1,orenburg,2009
124242000000,k,1,orenburg,2007
124242000000,l,1,orenburg,2012
124242000000,k,1,orenburg,2006
124242000000,l,1,orenburzh'e,2009
124242000000,k,2,orenburzh'e,2011
124242000000,k,1,orenburzh'e,2008
1009120000,l,4,orekhovo,2008
1009120000,k,2,orekhovo,2011
1009120000,l,1,orekhovo,2011
1009120000,k,4,orekhovo,2008
124242000000,l,1,orsk,2006
124242000000,l,1,orsk,2011
124242000000,k,1,orsk,2007
45938100000,l,1,ostaf'evo,2003
45938100000,k,1,ostaf'evo,2009
45938100000,l,1,ostaf'evo,2012
84480900000,l,1,ostashkov,2006
84480900000,k,1,ostashkov,2009
84480900000,l,2,ostashkov,2011
84480900000,k,1,ostashkov,2003
1009120000,l,2,ostozhenka,2011
1009120000,k,5,ostozhenka,2007
1009120000,l,2,ostozhenka,2009
1009120000,k,4,ostozhenka,2006
52206800000,k,1,ostrogozhsk,2010
782666000000,l,1,okhotsk,2005
782666000000,k,2,okhotsk,2003
1009120000,k,1,ochkova,2004
194272000000,k,1,oshchepkovy,2013
76790200000,k,2,pavlovo,2007
76790200000,l,1,pavlovo,2011
1404590000,l,1,pavlovsk,2003
1404590000,k,1,pavlovsk,2011
1404590000,l,2,pavlovsk,2007
1404590000,k,3,pavlovsk,2009
169950000000,k,1,palana,2004
169950000000,k,2,palana,2005
21633900000,l,1,palekh,2005
21633900000,k,1,palekh,2011
21633900000,k,1,palekh,2003
2066130000,k,1,paramushir,2012
165229000000,l,1,partizansk,2007
165229000000,k,3,partizansk,2003
165229000000,l,1,partizansk,2004
43351300000,l,1,penza,2011
43351300000,k,1,penza,2006
43351300000,l,2,penza,2008
43351300000,k,3,penza,2012
194272000000,l,1,pervoural'sk,2012
194272000000,k,1,pervoural'sk,2011
194272000000,l,1,pervoural'sk,2005
194272000000,k,1,pervoural'sk,2012
45938100000,l,1,peredelkino,2009
45938100000,k,6,peredelkino,2007
45938100000,l,2,peredelkino,2011
45938100000,k,3,peredelkino,2010
36156700000,l,1,pereslavl',2008
36156700000,k,2,pereslavl',2010
36156700000,l,1,pereslavl',2011
36156700000,k,2,pereslavl',2006
128003000000,l,6,perm',2006
128003000000,k,13,perm',2007
128003000000,k,6,perm',2008
1009120000,l,1,perovo,2007
1009120000,k,1,perovo,2013
1009120000,k,1,perovo,2007
1404590000,l,7,peterburg,2005
1404590000,k,45,peterburg,2007
1404590000,l,8,peterburg,2008
1404590000,k,27,peterburg,2003
1404590000,l,1,petergof,2007
1404590000,k,2,petergof,2011
1404590000,l,1,petergof,2005
1404590000,k,3,petergof,2006
101141000000,l,1,petrovsk,2003
101141000000,k,1,petrovsk,2003
1404590000,l,3,petrograd,2006
1404590000,k,2,petrograd,2007
1404590000,l,1,petrograd,2013
1404590000,k,2,petrograd,2008
1404590000,k,3,petrodvorets,2007
1404590000,k,1,petrodvorets,2004
172464000000,l,2,petrozavodsk,2003
172464000000,k,1,petrozavodsk,2009
172464000000,l,1,petrozavodsk,2006
172464000000,k,2,petrozavodsk,2007
143071000000,k,1,pechenga,2009
417593000000,k,1,pechora,2007
417593000000,k,2,pechora,2003
417593000000,l,1,pechorsk,2008
417593000000,k,1,pechorsk,2004
417593000000,l,1,pechorsk,2003
417593000000,k,1,pechorsk,2010
84212600000,l,4,pikalevo,2010
84212600000,k,1,pikalevo,2009
84212600000,k,2,pikalevo,2011
1404590000,l,7,piter,2005
1404590000,k,38,piter,2003
1404590000,l,9,piter,2007
66180200000,k,2,podkumok,2003
45938100000,l,1,podol'sk,2009
45938100000,k,2,podol'sk,2012
45938100000,l,1,podol'sk,2005
45938100000,k,2,podol'sk,2007
1009120000,l,1,potapovskii,2008
1009120000,k,1,potapovskii,2004
34920400000,k,1,pochep,2012
34920400000,k,1,pochep,2010
1009120000,l,1,prechistenskii,2007
1009120000,k,2,prechistenskii,2007
35776700000,l,1,priamurskii,2009
35776700000,k,1,priamurskii,2011
53541500000,k,15,privolzh'e,2008
84212600000,k,1,priozersk,2008
84212600000,k,1,priozersk,2007
1009120000,l,1,prodakshn,2009
1009120000,k,3,prodakshn,2007
1009120000,l,2,prodakshn,2006
1009120000,k,1,prodakshn,2003
95796800000,l,1,prokop'evsk,2010
95796800000,k,1,prokop'evsk,2011
45938100000,l,1,protvino,2012
45938100000,k,4,protvino,2008
45938100000,l,1,protvino,2010
45938100000,k,1,protvino,2003
84480900000,l,1,priamukhino,2006
84480900000,l,1,priamukhino,2009
55256800000,l,1,pskov,2012
55256800000,k,8,pskov,2012
55256800000,l,1,pskov,2010
55256800000,k,1,pskov,2010
55256800000,k,2,pskovshchina,2011
55256800000,k,2,pskovshchina,2010
752945000000,l,2,pulkovskii,2007
752945000000,k,3,pulkovskii,2008
45938100000,l,1,pushkino,2003
45938100000,k,1,pushkino,2006
45938100000,l,2,pushkino,2011
45938100000,k,2,pushkino,2007
194272000000,k,1,pyshma,2011
194272000000,l,2,pyshma,2009
194272000000,k,1,pyshma,2007
66180200000,l,2,piatigorsk,2005
66180200000,k,4,piatigorsk,2010
66180200000,l,1,piatigorsk,2006
66180200000,k,2,piatigorsk,2007
45938100000,k,1,piatkova,2007
45938100000,l,1,radonezh,2004
45938100000,k,3,radonezh,2008
1009120000,l,1,razumovskii,2007
1009120000,k,1,razumovskii,2005
1009120000,l,2,razumovskii,2009
1009120000,k,2,razumovskii,2011
1009120000,k,1,rakhmanovskii,2011
1009120000,k,1,rakhmanovskii,2008
1009120000,k,2,rgteu,2013
1404590000,l,1,repino,2012
1404590000,k,1,repino,2006
1404590000,l,1,repino,2009
1404590000,k,1,repino,2007
1404590000,l,2,resepshn,2004
1404590000,k,1,resepshn,2010
1404590000,k,1,resepshn,2005
45938100000,l,1,reutov,2003
45938100000,k,3,reutov,2011
45938100000,l,1,reutov,2011
45938100000,k,1,reutov,2008
45938100000,k,1,reutovskii,2013
45938100000,k,1,reutovskii,2007
84480900000,l,1,rzhev,2003
84480900000,k,1,rzhev,2010
84480900000,l,1,rzhev,2009
84480900000,k,5,rzhev,2005
1009120000,l,1,rostokino,2008
1009120000,k,1,rostokino,2006
159839000000,k,1,roshchino,2008
159839000000,k,1,roshchino,2003
168126000000,k,2,rubtsovsk,2005
45938100000,k,2,ruza,2010
45938100000,l,2,ruza,2004
45938100000,k,2,ruza,2005
36156700000,l,2,rybinsk,2008
36156700000,k,4,rybinsk,2004
36156700000,l,1,rybinsk,2009
36156700000,k,3,rybinsk,2008
1009120000,l,1,reu,2008
1009120000,k,4,reu,2012
1009120000,l,1,reu,2006
1009120000,k,1,reu,2007
39695000000,l,2,riazan',2005
39695000000,k,2,riazan',2006
39695000000,l,1,riazan',2008
39695000000,k,2,riazan',2007
677128000000,l,1,salekhard,2006
677128000000,k,1,salekhard,2005
677128000000,l,1,salekhard,2011
677128000000,k,1,salekhard,2010
264616000,l,2,sal'ma,2009
264616000,k,1,sal'ma,2012
264616000,l,1,sal'ma,2011
264616000,k,1,sal'ma,2003
53541500000,l,1,samara,2013
53541500000,k,1,samara,2007
53541500000,l,2,samara,2007
53541500000,k,1,samara,2005
26149800000,l,1,saransk,2007
26149800000,k,3,saransk,2003
26149800000,k,3,saransk,2004
42104800000,l,1,sarapul,2005
42104800000,k,1,sarapul,2011
42104800000,l,1,sarapul,2009
42104800000,k,1,sarapul,2009
101141000000,l,3,saratov,2003
101141000000,k,7,saratov,2003
101141000000,l,2,saratov,2004
101141000000,k,5,saratov,2012
26149800000,l,1,sarov,2007
26149800000,k,4,sarov,2010
26149800000,l,1,sarov,2008
26149800000,k,4,sarov,2012
88634600000,l,1,satka,2008
3035630000000,l,2,sakha,2006
3035630000000,k,1,sakha,2010
3035630000000,l,2,sakha,2008
3035630000000,k,2,sakha,2008
74753800000,l,7,sakhalin,2006
74753800000,k,6,sakhalin,2003
74753800000,l,3,sakhalin,2007
74753800000,k,4,sakhalin,2012
61652100000,l,1,saianogorsk,2011
61652100000,k,1,saianogorsk,2007
61652100000,l,1,saianogorsk,2012
61652100000,k,1,saianogorsk,2009
1009120000,l,1,svao,2011
1009120000,k,1,svao,2009
1009120000,l,1,svao,2010
1009120000,k,1,svao,2006
194272000000,l,1,sverdlovsk,2011
194272000000,k,5,sverdlovsk,2007
194272000000,l,1,sverdlovsk,2009
194272000000,k,2,sverdlovsk,2005
1.888,l,1,svetlogorsk,2008
1.888,k,1,svetlogorsk,2006
1009120000,l,2,sviblovo,2006
1009120000,k,1,sviblovo,2006
1009120000,l,2,sviblovo,2009
1009120000,k,1,sviblovo,2011
42104800000,k,1,sviatogorskii,2011
42104800000,k,2,sviatogorskii,2009
75617300000,l,1,severin,2013
75617300000,k,1,severin,2006
75617300000,l,1,severin,2007
75617300000,k,4,severin,2009
351792000000,k,1,severobaikal'sk,2003
351792000000,l,2,severobaikal'sk,2005
351792000000,k,1,severobaikal'sk,2006
307619000000,l,1,severodvinsk,2008
307619000000,k,1,severodvinsk,2010
307619000000,l,1,severodvinsk,2006
307619000000,k,2,severodvinsk,2006
75617300000,l,6,severokavkazskii,2006
75617300000,k,6,severokavkazskii,2010
75617300000,l,2,severokavkazskii,2003
75617300000,k,1,severokavkazskii,2011
143071000000,k,1,severomorsk,2003
143071000000,l,1,severomorsk,2005
143071000000,k,3,severomorsk,2008
194272000000,l,1,severoural'sk,2004
194272000000,k,1,severoural'sk,2012
194272000000,k,1,severoural'sk,2004
314507000000,k,1,seversk,2004
314507000000,l,2,seversk,2010
314507000000,k,1,seversk,2006
172464000000,l,3,segezha,2011
172464000000,k,1,segezha,2008
172464000000,l,1,segezha,2010
172464000000,k,1,segezha,2007
45938100000,l,1,senezh,2005
45938100000,k,1,senezh,2007
45938100000,l,1,senezh,2003
194272000000,l,1,serov,2005
194272000000,k,3,serov,2006
194272000000,l,3,serov,2010
194272000000,k,4,serov,2007
45938100000,l,1,serpukhov,2009
45938100000,k,1,serpukhov,2004
45938100000,l,1,serpukhov,2006
45938100000,k,1,serpukhov,2008
1404590000,k,1,sestroretsk,2010
1404590000,l,1,sestroretsk,2003
159839000000,l,4,sibir',2006
159839000000,k,3,sibir',2004
159839000000,l,1,sibir',2013
159839000000,k,11,sibir',2007
37242500000,k,1,simbirsk,2004
37242500000,l,3,simbirsk,2004
362638000000,k,1,skovorodino,2008
362638000000,l,1,skovorodino,2009
362638000000,k,1,skovorodino,2005
53541500000,l,19,skolkovo,2012
53541500000,k,27,skolkovo,2010
53541500000,l,7,skolkovo,2013
53541500000,k,6,skolkovo,2012
39695000000,l,1,skopin,2004
39695000000,k,1,skopin,2008
39695000000,l,1,skopin,2012
49871500000,l,1,smolensk,2008
49871500000,k,1,smolensk,2006
49871500000,l,2,smolensk,2006
49871500000,k,1,smolensk,2012
88634600000,l,1,snezhinsk,2012
88634600000,k,3,snezhinsk,2010
1.888,k,1,sovetsk,2005
1.888,l,1,sovetsk,2005
1.888,k,1,sovetsk,2008
128003000000,l,1,solikamsk,2010
128003000000,k,1,solikamsk,2013
128003000000,l,1,solikamsk,2011
128003000000,k,2,solikamsk,2006
45938100000,l,1,solnechnogorsk,2007
45938100000,l,1,solnechnogorsk,2005
45938100000,k,1,solnechnogorsk,2005
76790200000,l,1,sormovo,2010
76790200000,k,2,sormovo,2007
76790200000,k,1,sormovo,2003
4496400000,k,1,sosnovoborsk,2009
75617300000,l,8,sochi,2012
75617300000,k,32,sochi,2008
75617300000,l,4,sochi,2003
75617300000,k,16,sochi,2007
66180200000,l,3,stavropol',2007
66180200000,k,2,stavropol',2004
66180200000,l,1,stavropol',2006
66180200000,k,3,stavropol',2012
112861000000,l,3,stalingrad,2009
112861000000,k,4,stalingrad,2007
112861000000,l,2,stalingrad,2013
112861000000,k,3,stalingrad,2013
45938100000,k,1,starbeevo,2010
34920400000,k,1,starodub,2010
34920400000,k,4,starodub,2006
142986000000,l,1,sterlitamak,2012
142986000000,k,2,sterlitamak,2005
142986000000,l,1,sterlitamak,2005
75617300000,l,2,strezhevoi,2004
75617300000,k,1,strezhevoi,2006
1404590000,l,1,strel'na,2005
1404590000,k,2,strel'na,2003
1404590000,l,1,strel'na,2011
1404590000,k,1,strel'na,2007
1009120000,l,1,strogino,2004
1009120000,k,3,strogino,2009
1009120000,l,1,strogino,2008
1009120000,k,1,strogino,2006
45938100000,l,1,stupino,2004
45938100000,k,1,stupino,2008
45938100000,l,1,stupino,2010
45938100000,k,2,stupino,2003
30003900000,k,1,sudzha,2007
30003900000,l,1,sudzha,2009
30003900000,k,1,sudzha,2003
95796800000,l,1,sudzhensk,2011
95796800000,l,1,sudzhensk,2005
29138200000,l,3,suzdal',2009
29138200000,k,7,suzdal',2009
29138200000,k,1,suzdal',2006
172464000000,l,1,suna,2013
172464000000,k,1,suna,2012
172464000000,l,1,suna,2003
172464000000,k,1,suna,2003
7998460000,l,1,sunzha,2011
7998460000,k,1,sunzha,2011
7998460000,l,1,sunzha,2003
7998460000,k,1,sunzha,2007
534822000000,l,3,surgut,2007
534822000000,k,1,surgut,2007
534822000000,k,1,surgut,2012
45938100000,l,1,skhodnia,2007
45938100000,k,2,skhodnia,2012
45938100000,l,1,skhodnia,2009
53541500000,l,1,syzran',2006
53541500000,k,1,syzran',2012
53541500000,l,1,syzran',2005
53541500000,k,3,syzran',2004
417593000000,l,1,syktyvkar,2003
417593000000,k,2,syktyvkar,2010
417593000000,l,1,syktyvkar,2009
417593000000,k,2,syktyvkar,2007
101055000000,l,1,taganrog,2010
101055000000,k,6,taganrog,2008
101055000000,l,3,taganrog,2009
194272000000,l,2,tagil,2005
194272000000,k,1,tagil,2009
194272000000,k,1,tagil,2003
4496400000,l,1,taimyr,2005
4496400000,k,3,taimyr,2003
4496400000,l,1,taimyr,2008
4496400000,k,4,taimyr,2005
752945000000,l,1,taishet,2012
752945000000,k,1,taishet,2005
34463000000,l,1,tambov,2011
34463000000,k,2,tambov,2004
34463000000,l,1,tambov,2004
34463000000,k,3,tambov,2008
29801200000,l,1,tarusa,2012
29801200000,k,1,tarusa,2009
29801200000,l,1,tarusa,2003
29801200000,k,1,tarusa,2008
68035300000,l,2,tatariia,2012
68035300000,k,2,tatariia,2010
68035300000,k,2,tatariia,2008
68035300000,l,8,tatarstan,2008
68035300000,k,4,tatarstan,2007
68035300000,k,10,tatarstan,2008
84480900000,l,2,tver',2007
84480900000,k,6,tver',2007
84480900000,l,1,tver',2004
84480900000,k,3,tver',2009
21633900000,k,1,teikovo,2008
21633900000,k,2,teikovo,2004
75617300000,l,1,temriuk,2004
75617300000,k,1,temriuk,2009
75617300000,l,2,temriuk,2005
3035630000000,k,1,tiksi,2008
45938100000,l,1,tin'kovy,2006
45938100000,k,1,tin'kovy,2011
45938100000,k,1,tin'kovy,2006
84212600000,l,1,tikhvin,2009
84212600000,k,1,tikhvin,2008
84212600000,l,1,tikhvin,2004
84212600000,k,2,tikhvin,2012
